83121,"Potassium, wet atmospheric deposition, filtered, milligrams per square meter",Agree,Potassium,mg/m2,Dissolved,,,,,
83122,"Potassium, wet atmospheric deposition, filtered, microequivalents per liter",Agree,Potassium,ueq/L,Dissolved,,,,,
83123,"Potassium, wet atmospheric deposition, suspended, milligrams per liter",Agree,Potassium,mg/l,Suspended,,,,,
83124,"Potassium, wet atmospheric deposition, suspended, milligrams per square meter",Agree,Potassium,mg/m2,Suspended,,,,,
83125,"Potassium, wet atmospheric deposition, suspended, microequivalents per liter",Agree,Potassium,ueq/L,Suspended,,,,,
83126,"Potassium, wet atmospheric deposition, unfiltered, recoverable, milligrams per liter",Agree,Potassium,mg/l,Recoverable,,,,,
83127,"Potassium, wet atmospheric deposition, unfiltered, recoverable, milligrams per square meter",Agree,Potassium,mg/m2,Recoverable,,,,,
83128,"Potassium, wet atmospheric deposition, unfiltered, recoverable, microequivalents per liter",Agree,Potassium,ueq/L,Recoverable,,,,,
83129,"Potassium, wet atmospheric deposition, unfiltered, milligrams per liter",Agree,Potassium,mg/l,Total,,,,,
83130,"Potassium, wet atmospheric deposition, unfiltered, milligrams per square meter",Agree,Potassium,mg/m2,Total,,,,,
83131,"Potassium, wet atmospheric deposition, unfiltered, microequivalents per liter",Agree,Potassium,ueq/L,Total,,,,,
83132,"Selenium, wet atmospheric deposition, filtered, micrograms per liter",Agree,Selenium,ug/l,Dissolved,,,,,
83133,"Selenium, wet atmospheric deposition, filtered, micrograms per square meter",Agree,Selenium,ug/m2,Dissolved,,,,,
83134,"Selenium, wet atmospheric deposition, suspended, micrograms per liter",Agree,Selenium,ug/l,Suspended,,,,,
83135,"Selenium, wet atmospheric deposition, suspended, micrograms per square meter",Agree,Selenium,ug/m2,Suspended,,,,,
83136,"Selenium, wet atmospheric deposition, unfiltered, micrograms per liter",Agree,Selenium,ug/l,Total,,,,,
83137,"Selenium, wet atmospheric deposition, unfiltered, micrograms per square meter",Agree,Selenium,ug/m2,Total,,,,,
83138,"Sodium, wet atmospheric deposition, filtered, milligrams per liter",Agree,Sodium,mg/l,Dissolved,,,,,
83139,"Sodium, wet atmospheric deposition, filtered, milligrams per square meter",Agree,Sodium,mg/m2,Dissolved,,,,,
83140,"Sodium, wet atmospheric deposition, filtered, microequivalents per liter",Agree,Sodium,ueq/L,Dissolved,,,,,
83141,"Sodium, wet atmospheric deposition, suspended, milligrams per liter",Agree,Sodium,mg/l,Suspended,,,,,
83142,"Sodium, wet atmospheric deposition, suspended, milligrams per square meter",Agree,Sodium,mg/m2,Suspended,,,,,
83143,"Sodium, wet atmospheric deposition, suspended, microequivalents per liter",Agree,Sodium,ueq/L,Suspended,,,,,
83144,"Sodium, wet atmospheric deposition, unfiltered, recoverable, milligrams per liter",Agree,Sodium,mg/l,Recoverable,,,,,
83145,"Sodium, wet atmospheric deposition, unfiltered, recoverable, milligrams per square meter",Agree,Sodium,mg/m2,Recoverable,,,,,
83146,"Sodium, wet atmospheric deposition, unfiltered, recoverable, microequivalents per liter",Agree,Sodium,ueq/L,Recoverable,,,,,
83147,"Sodium, wet atmospheric deposition, unfiltered, milligrams per liter",Agree,Sodium,mg/l,Total,,,,,
83148,"Sodium, wet atmospheric deposition, unfiltered, milligrams per square meter",Agree,Sodium,mg/m2,Total,,,,,
83149,"Sodium, wet atmospheric deposition, unfiltered, microequivalents per liter",Agree,Sodium,ueq/L,Total,,,,,
83150,"Specific conductance, wet atmospheric deposition, filtered, calculated, microsiemens per centimeter at 25 degrees Celsius",Agree,Specific conductance,uS/cm @25C,Dissolved,25 deg C,,,,
83151,"Specific conductance, wet atmospheric deposition, unfiltered, calculated, microsiemens per centimeter at 25 degrees Celsius",Agree,Specific conductance,uS/cm @25C,Total,25 deg C,,,,
83153,"Specific conductance, wet atmospheric deposition, filtered, field, microsiemens per centimeter at 25 degrees Celsius",Agree,Specific conductance,uS/cm @25C,Dissolved,25 deg C,,,,
83154,"Specific conductance, wet atmospheric deposition, unfiltered, field, microsiemens per centimeter at 25 degrees Celsius",Agree,Specific conductance,uS/cm @25C,Total,25 deg C,,,,
83155,"Specific conductance, wet atmospheric deposition, filtered, laboratory, microsiemens per centimeter at 25 degrees Celsius",Agree,Specific conductance,uS/cm @25C,Dissolved,25 deg C,,,,
83156,"Specific conductance, wet atmospheric deposition, unfiltered, laboratory, microsiemens per centimeter at 25 degrees Celsius",Agree,Specific conductance,uS/cm @25C,Total,25 deg C,,,,
83157,"Sulfate, wet atmospheric deposition, filtered, milligrams per liter as sulfur",Agree,Sulfate,mg/l as S,Dissolved,,,,,
83158,"Sulfate, wet atmospheric deposition, filtered, milligrams per square meter as sulfur",Agree,Sulfate,mg/m2 as S,Dissolved,,,,,
83159,"Sulfate, wet atmospheric deposition, filtered, microequivalents per liter",Agree,Sulfate,ueq/L,Dissolved,,,,,
83160,"Sulfate, wet atmospheric deposition, filtered, milligrams per liter",Agree,Sulfate,mg/l,Dissolved,,,,,
83161,"Sulfate, wet atmospheric deposition, filtered, milligrams per square meter",Agree,Sulfate,mg/m2,Dissolved,,,,,
83162,"Sulfate, wet atmospheric deposition, filtered, microequivalents per liter",Agree,Sulfate,ueq/L,Dissolved,,,,,
83163,"Sulfate, wet atmospheric deposition, unfiltered, milligrams per liter as sulfur",Agree,Sulfate,mg/l as S,Total,,,,,
83164,"Sulfate, wet atmospheric deposition, unfiltered, milligrams per square meter as sulfur",Agree,Sulfate,mg/m2 as S,Total,,,,,
83165,"Sulfate, wet atmospheric deposition, unfiltered, microequivalents per liter",Agree,Sulfate,ueq/L,Total,,,,,
83166,"Sulfate, wet atmospheric deposition, unfiltered, milligrams per liter",Agree,Sulfate,mg/l,Total,,,,,
83167,"Sulfate, wet atmospheric deposition, unfiltered, milligrams per square meter",Agree,Sulfate,mg/m2,Total,,,,,
83168,"Sulfate, wet atmospheric deposition, unfiltered, microequivalents per liter",Agree,Sulfate,ueq/L,Total,,,,,
83169,"Vanadium, wet atmospheric deposition, filtered, micrograms per liter",Agree,Vanadium,ug/l,Dissolved,,,,,
83170,"Vanadium, wet atmospheric deposition, filtered, micrograms per square meter",Agree,Vanadium,ug/m2,Dissolved,,,,,
83171,"Vanadium, wet atmospheric deposition, suspended, micrograms per liter",Agree,Vanadium,ug/l,Suspended,,,,,
83172,"Vanadium, wet atmospheric deposition, suspended, micrograms per square meter",Agree,Vanadium,ug/m2,Suspended,,,,,
83173,"Vanadium, wet atmospheric deposition, unfiltered, recoverable, micrograms per liter",Agree,Vanadium,ug/l,Recoverable,,,,,
83174,"Vanadium, wet atmospheric deposition, unfiltered, recoverable, micrograms per square meter",Agree,Vanadium,ug/m2,Recoverable,,,,,
83175,"Vanadium, wet atmospheric deposition, unfiltered, micrograms per liter",Agree,Vanadium,ug/l,Total,,,,,
83176,"Vanadium, wet atmospheric deposition, unfiltered, micrograms per square meter",Agree,Vanadium,ug/m2,Total,,,,,
83177,"Atmospheric deposition, wet, liters",Agree,"Atmospheric deposition, wet fall",l,,,,,,
83178,"Zinc, wet atmospheric deposition, filtered, micrograms per liter",Agree,Zinc,ug/l,Dissolved,,,,,
83179,"Zinc, wet atmospheric deposition, filtered, micrograms per square meter",Agree,Zinc,ug/m2,Dissolved,,,,,
83180,"Zinc, wet atmospheric deposition, suspended, micrograms per liter",Agree,Zinc,ug/l,Suspended,,,,,
83181,"Zinc, wet atmospheric deposition, suspended, micrograms per square meter",Agree,Zinc,ug/m2,Suspended,,,,,
83182,"Zinc, wet atmospheric deposition, unfiltered, recoverable, micrograms per liter",Agree,Zinc,ug/l,Recoverable,,,,,
83183,"Zinc, wet atmospheric deposition, unfiltered, recoverable, micrograms per square meter",Agree,Zinc,ug/m2,Recoverable,,,,,
83184,"Zinc, wet atmospheric deposition, unfiltered, micrograms per liter",Agree,Zinc,ug/l,Total,,,,,
83185,"Zinc, wet atmospheric deposition, unfiltered, micrograms per square meter",Agree,Zinc,ug/m2,Total,,,,,
83186,"Acid neutralizing capacity, bulk atmospheric deposition, unfiltered, field, milligrams per liter as calcium carbonate",Agree,Alkalinity,mg/l CaCO3,Total,,,,,
83187,"Acid neutralizing capacity, bulk atmospheric deposition, unfiltered, field, microequivalents per liter",Agree,Alkalinity,ueq/L,Total,,,,,
83188,"Acid neutralizing capacity, bulk atmospheric deposition, unfiltered, laboratory, milligrams per liter as calcium carbonate",Agree,Alkalinity,mg/l CaCO3,Total,,,,,
83189,"Acid neutralizing capacity, bulk atmospheric deposition, unfiltered, laboratory, microequivalents per liter",Agree,Alkalinity,ueq/L,Total,,,,,
83190,"Aluminum, bulk atmospheric deposition, filtered, micrograms per liter",Agree,Aluminum,ug/l,Dissolved,,,,,
83191,"Aluminum, bulk atmospheric deposition, filtered, micrograms per square meter",Agree,Aluminum,ug/m2,Dissolved,,,,,
83192,"Aluminum, bulk atmospheric deposition, suspended, micrograms per liter",Agree,Aluminum,ug/l,Suspended,,,,,
83193,"Aluminum, bulk atmospheric deposition, suspended, micrograms per square meter",Agree,Aluminum,ug/m2,Suspended,,,,,
83194,"Aluminum, bulk atmospheric deposition, unfiltered, recoverable, micrograms per liter",Agree,Aluminum,ug/l,Recoverable,,,,,
83195,"Aluminum, bulk atmospheric deposition, unfiltered, recoverable, micrograms per square meter",Agree,Aluminum,ug/m2,Recoverable,,,,,
83196,"Aluminum, bulk atmospheric deposition, unfiltered, micrograms per liter",Agree,Aluminum,ug/l,Total,,,,,
83197,"Aluminum, bulk atmospheric deposition, unfiltered, micrograms per square meter",Agree,Aluminum,ug/m2,Total,,,,,
83199,"Arsenic, bulk atmospheric deposition, filtered, micrograms per liter",Agree,Arsenic,ug/l,Dissolved,,,,,
83200,"Arsenic, bulk atmospheric deposition, filtered, micrograms per square meter",Agree,Arsenic,ug/m2,Dissolved,,,,,
83201,"Arsenic, bulk atmospheric deposition, suspended, micrograms per liter",Agree,Arsenic,ug/l,Suspended,,,,,
83202,"Arsenic, bulk atmospheric deposition, suspended, micrograms per square meter",Agree,Arsenic,ug/m2,Suspended,,,,,
83203,"Arsenic, bulk atmospheric deposition, unfiltered, micrograms per liter",Agree,Arsenic,ug/l,Total,,,,,
83204,"Arsenic, bulk atmospheric deposition, unfiltered, micrograms per square meter",Agree,Arsenic,ug/m2,Total,,,,,
83206,"Cadmium, bulk atmospheric deposition, filtered, micrograms per liter",Agree,Cadmium,ug/l,Dissolved,,,,,
83207,"Cadmium, bulk atmospheric deposition, filtered, micrograms per square meter",Agree,Cadmium,ug/m2,Dissolved,,,,,
83208,"Cadmium, bulk atmospheric deposition, suspended, micrograms per liter",Agree,Cadmium,ug/l,Suspended,,,,,
83209,"Cadmium, bulk atmospheric deposition, suspended, micrograms per square meter",Agree,Cadmium,ug/m2,Suspended,,,,,
83210,"Cadmium, bulk atmospheric deposition, unfiltered, recoverable, micrograms per liter",Agree,Cadmium,ug/l,Recoverable,,,,,
83211,"Cadmium, bulk atmospheric deposition, unfiltered, recoverable, micrograms per square meter",Agree,Cadmium,ug/m2,Recoverable,,,,,
83212,"Cadmium, bulk atmospheric deposition, unfiltered, micrograms per liter",Agree,Cadmium,ug/l,Total,,,,,
83213,"Cadmium, bulk atmospheric deposition, unfiltered, micrograms per square meter",Agree,Cadmium,ug/m2,Total,,,,,
83214,"Calcium, bulk atmospheric deposition, filtered, milligrams per liter",Agree,Calcium,mg/l,Dissolved,,,,,
83215,"Calcium, bulk atmospheric deposition, filtered, milligrams per square meter",Agree,Calcium,mg/m2,Dissolved,,,,,
83216,"Calcium, bulk atmospheric deposition, filtered, microequivalents per liter",Agree,Calcium,ueq/L,Dissolved,,,,,
83217,"Calcium, bulk atmospheric deposition, suspended, milligrams per liter",Agree,Calcium,mg/l,Suspended,,,,,
83218,"Calcium, bulk atmospheric deposition, suspended, milligrams per square meter",Agree,Calcium,mg/m2,Suspended,,,,,
83219,"Calcium, bulk atmospheric deposition, suspended, microequivalents per liter",Agree,Calcium,ueq/L,Suspended,,,,,
83220,"Calcium, bulk atmospheric deposition, unfiltered, recoverable, milligrams per liter",Agree,Calcium,mg/l,Recoverable,,,,,
83221,"Calcium, bulk atmospheric deposition, unfiltered, recoverable, milligrams per square meter",Agree,Calcium,mg/m2,Recoverable,,,,,
83222,"Calcium, bulk atmospheric deposition, unfiltered, recoverable, microequivalents per liter",Agree,Calcium,ueq/L,Recoverable,,,,,
83223,"Calcium, bulk atmospheric deposition, unfiltered, milligrams per liter",Agree,Calcium,mg/l,Total,,,,,
83224,"Calcium, bulk atmospheric deposition, unfiltered, milligrams per square meter",Agree,Calcium,mg/m2,Total,,,,,
83225,"Calcium, bulk atmospheric deposition, unfiltered, microequivalents per liter",Agree,Calcium,ueq/L,Total,,,,,
83226,"Chloride, bulk atmospheric deposition, filtered, milligrams per liter",Agree,Chloride,mg/l,Dissolved,,,,,
83227,"Chloride, bulk atmospheric deposition, filtered, milligrams per square meter",Agree,Chloride,mg/m2,Dissolved,,,,,
83228,"Chloride, bulk atmospheric deposition, filtered, microequivalents per liter",Agree,Chloride,ueq/L,Dissolved,,,,,
83229,"Chloride, bulk atmospheric deposition, unfiltered, milligrams per liter",Agree,Chloride,mg/l,Total,,,,,
83230,"Chloride, bulk atmospheric deposition, unfiltered, milligrams per square meter",Agree,Chloride,mg/m2,Total,,,,,
83231,"Chloride, bulk atmospheric deposition, unfiltered, microequivalents per liter",Agree,Chloride,ueq/L,Total,,,,,
83232,"Chromium, bulk atmospheric deposition, filtered, micrograms per liter",Agree,Chromium,ug/l,Dissolved,,,,,
83233,"Chromium, bulk atmospheric deposition, filtered, micrograms per square meter",Agree,Chromium,ug/m2,Dissolved,,,,,
83234,"Chromium, bulk atmospheric deposition, suspended, micrograms per liter",Agree,Chromium,ug/l,Suspended,,,,,
83235,"Chromium, bulk atmospheric deposition, suspended, micrograms per square meter",Agree,Chromium,ug/m2,Suspended,,,,,
83236,"Chromium, bulk atmospheric deposition, unfiltered, recoverable, micrograms per liter",Agree,Chromium,ug/l,Recoverable,,,,,
83237,"Chromium, bulk atmospheric deposition, unfiltered, recoverable, micrograms per square meter",Agree,Chromium,ug/m2,Recoverable,,,,,
83238,"Chromium, bulk atmospheric deposition, unfiltered, micrograms per liter",Agree,Chromium,ug/l,Total,,,,,
83239,"Chromium, bulk atmospheric deposition, unfiltered, micrograms per square meter",Agree,Chromium,ug/m2,Total,,,,,
83240,"Cobalt, bulk atmospheric deposition, filtered, micrograms per liter",Agree,Cobalt,ug/l,Dissolved,,,,,
83241,"Cobalt, bulk atmospheric deposition, filtered, micrograms per square meter",Agree,Cobalt,ug/m2,Dissolved,,,,,
83242,"Cobalt, bulk atmospheric deposition, suspended, micrograms per liter",Agree,Cobalt,ug/l,Suspended,,,,,
83243,"Cobalt, bulk atmospheric deposition, suspended, micrograms per square meter",Agree,Cobalt,ug/m2,Suspended,,,,,
83244,"Cobalt, bulk atmospheric deposition, unfiltered, recoverable, micrograms per liter",Agree,Cobalt,ug/l,Recoverable,,,,,
83245,"Cobalt, bulk atmospheric deposition, unfiltered, recoverable, micrograms per square meter",Agree,Cobalt,ug/m2,Recoverable,,,,,
83246,"Cobalt, bulk atmospheric deposition, unfiltered, micrograms per liter",Agree,Cobalt,ug/l,Total,,,,,
83247,"Cobalt, bulk atmospheric deposition, unfiltered, micrograms per square meter",Agree,Cobalt,ug/m2,Total,,,,,
83248,"Copper, bulk atmospheric deposition, filtered, micrograms per liter",Agree,Copper,ug/l,Dissolved,,,,,
83249,"Copper, bulk atmospheric deposition, filtered, micrograms per square meter",Agree,Copper,ug/m2,Dissolved,,,,,
83250,"Copper, bulk atmospheric deposition, suspended, micrograms per liter",Agree,Copper,ug/l,Suspended,,,,,
83251,"Copper, bulk atmospheric deposition, suspended, micrograms per square meter",Agree,Copper,ug/m2,Suspended,,,,,
83252,"Copper, bulk atmospheric deposition, unfiltered, recoverable, micrograms per liter",Agree,Copper,ug/l,Recoverable,,,,,
83253,"Copper, bulk atmospheric deposition, unfiltered, recoverable, micrograms per square meter",Agree,Copper,ug/m2,Recoverable,,,,,
83254,"Copper, bulk atmospheric deposition, unfiltered, micrograms per liter",Agree,Copper,ug/l,Total,,,,,
83255,"Copper, bulk atmospheric deposition, unfiltered, micrograms per square meter",Agree,Copper,ug/m2,Total,,,,,
83256,"Hydrogen ion, bulk atmospheric deposition, filtered, milligrams per liter",Agree,Hydrogen ion,mg/l,Dissolved,,,,,
83257,"Hydrogen ion, bulk atmospheric deposition, filtered, milligrams per square meter",Agree,Hydrogen ion,mg/m2,Dissolved,,,,,
83258,"Hydrogen ion, bulk atmospheric deposition, filtered, microequivalents per liter",Agree,Hydrogen ion,ueq/L,Dissolved,,,,,
83259,"Hydrogen ion, bulk atmospheric deposition, unfiltered, milligrams per liter",Agree,Hydrogen ion,mg/l,Total,,,,,
83260,"Hydrogen ion, bulk atmospheric deposition, unfiltered, milligrams per square meter",Agree,Hydrogen ion,mg/m2,Total,,,,,
83261,"Hydrogen ion, bulk atmospheric deposition, unfiltered, microequivalents per liter",Agree,Hydrogen ion,ueq/L,Total,,,,,
83262,"Hydrogen ion, bulk atmospheric deposition, filtered, calculated, milligrams per liter",Agree,Hydrogen ion,mg/l,Dissolved,,,,,
83263,"Hydrogen ion, bulk atmospheric deposition, filtered, calculated, milligrams per square meter",Agree,Hydrogen ion,mg/m2,Dissolved,,,,,
83264,"Hydrogen ion, bulk atmospheric deposition, filtered, calculated, microequivalents per liter",Agree,Hydrogen ion,ueq/L,Dissolved,,,,,
83265,"Hydrogen ion, bulk atmospheric deposition, unfiltered, calculated, milligrams per liter",Agree,Hydrogen ion,mg/l,Total,,,,,
83266,"Hydrogen ion, bulk atmospheric deposition, unfiltered, calculated, milligrams per square meter",Agree,Hydrogen ion,mg/m2,Total,,,,,
83267,"Hydrogen ion, bulk atmospheric deposition, unfiltered, calculated, microequivalents per liter",Agree,Hydrogen ion,ueq/L,Total,,,,,
83268,"Iron, bulk atmospheric deposition, filtered, micrograms per liter",Agree,Iron,ug/l,Dissolved,,,,,
83269,"Iron, bulk atmospheric deposition, filtered, micrograms per square meter",Agree,Iron,ug/m2,Dissolved,,,,,
83270,"Iron, bulk atmospheric deposition, suspended, micrograms per liter",Agree,Iron,ug/l,Suspended,,,,,
83271,"Iron, bulk atmospheric deposition, suspended, micrograms per square meter",Agree,Iron,ug/m2,Suspended,,,,,
83272,"Iron, bulk atmospheric deposition, unfiltered, recoverable, micrograms per liter",Agree,Iron,ug/l,Recoverable,,,,,
83273,"Iron, bulk atmospheric deposition, unfiltered, recoverable, micrograms per square meter",Agree,Iron,ug/m2,Recoverable,,,,,
83274,"Iron, bulk atmospheric deposition, unfiltered, micrograms per liter",Agree,Iron,ug/l,Total,,,,,
83275,"Iron, bulk atmospheric deposition, unfiltered, micrograms per square meter",Agree,Iron,ug/m2,Total,,,,,
83276,"Lead, bulk atmospheric deposition, filtered, micrograms per liter",Agree,Lead,ug/l,Dissolved,,,,,
83277,"Lead, bulk atmospheric deposition, filtered, micrograms per square meter",Agree,Lead,ug/m2,Dissolved,,,,,
83278,"Lead, bulk atmospheric deposition, suspended, micrograms per liter",Agree,Lead,ug/l,Suspended,,,,,
83279,"Lead, bulk atmospheric deposition, suspended, micrograms per square meter",Agree,Lead,ug/m2,Suspended,,,,,
83280,"Lead, bulk atmospheric deposition, unfiltered, recoverable, micrograms per liter",Agree,Lead,ug/l,Recoverable,,,,,
83281,"Lead, bulk atmospheric deposition, unfiltered, recoverable, micrograms per square meter",Agree,Lead,ug/m2,Recoverable,,,,,
83282,"Lead, bulk atmospheric deposition, unfiltered, micrograms per liter",Agree,Lead,ug/l,Total,,,,,
83283,"Lead, bulk atmospheric deposition, unfiltered, micrograms per square meter",Agree,Lead,ug/m2,Total,,,,,
83284,"Magnesium, bulk atmospheric deposition, filtered, milligrams per liter",Agree,Magnesium,mg/l,Dissolved,,,,,
83285,"Magnesium, bulk atmospheric deposition, filtered, milligrams per square meter",Agree,Magnesium,mg/m2,Dissolved,,,,,
83286,"Magnesium, bulk atmospheric deposition, filtered, microequivalents per liter",Agree,Magnesium,ueq/L,Dissolved,,,,,
83287,"Magnesium, bulk atmospheric deposition, suspended, milligrams per liter",Agree,Magnesium,mg/l,Suspended,,,,,
83288,"Magnesium, bulk atmospheric deposition, suspended, milligrams per square meter",Agree,Magnesium,mg/m2,Suspended,,,,,
83289,"Magnesium, bulk atmospheric deposition, suspended, microequivalents per liter",Agree,Magnesium,ueq/L,Suspended,,,,,
83290,"Magnesium, bulk atmospheric deposition, unfiltered, recoverable, milligrams per liter",Agree,Magnesium,mg/l,Recoverable,,,,,
83291,"Magnesium, bulk atmospheric deposition, unfiltered, recoverable, milligrams per square meter",Agree,Magnesium,mg/m2,Recoverable,,,,,
83292,"Magnesium, bulk atmospheric deposition, unfiltered, recoverable, microequivalents per liter",Agree,Magnesium,ueq/L,Recoverable,,,,,
83293,"Magnesium, bulk atmospheric deposition, unfiltered, milligrams per liter",Agree,Magnesium,mg/l,Total,,,,,
83294,"Magnesium, bulk atmospheric deposition, unfiltered, milligrams per square meter",Agree,Magnesium,mg/m2,Total,,,,,
83295,"Magnesium, bulk atmospheric deposition, unfiltered, microequivalents per liter",Agree,Magnesium,ueq/L,Total,,,,,
83296,"Manganese, bulk atmospheric deposition, filtered, micrograms per liter",Agree,Manganese,ug/l,Dissolved,,,,,
83297,"Manganese, bulk atmospheric deposition, filtered, micrograms per square meter",Agree,Manganese,ug/m2,Dissolved,,,,,
83298,"Manganese, bulk atmospheric deposition, suspended, micrograms per liter",Agree,Manganese,ug/l,Suspended,,,,,
83299,"Manganese, bulk atmospheric deposition, suspended, micrograms per square meter",Agree,Manganese,ug/m2,Suspended,,,,,
83300,"Manganese, bulk atmospheric deposition, unfiltered, recoverable, micrograms per liter",Agree,Manganese,ug/l,Recoverable,,,,,
83301,"Manganese, bulk atmospheric deposition, unfiltered, recoverable, micrograms per square meter",Agree,Manganese,ug/m2,Recoverable,,,,,
83302,"Manganese, bulk atmospheric deposition, unfiltered, micrograms per liter",Agree,Manganese,ug/l,Total,,,,,
83303,"Manganese, bulk atmospheric deposition, unfiltered, micrograms per square meter",Agree,Manganese,ug/m2,Total,,,,,
83304,"Mercury, bulk atmospheric deposition, filtered, micrograms per liter",Agree,Mercury,ug/l,Dissolved,,,,,
83305,"Mercury, bulk atmospheric deposition, filtered, micrograms per square meter",Agree,Mercury,ug/m2,Dissolved,,,,,
83306,"Mercury, bulk atmospheric deposition, suspended, micrograms per liter",Agree,Mercury,ug/l,Suspended,,,,,
83307,"Mercury, bulk atmospheric deposition, suspended, micrograms per square meter",Agree,Mercury,ug/m2,Suspended,,,,,
83308,"Mercury, bulk atmospheric deposition, unfiltered, micrograms per liter",Agree,Mercury,ug/l,Total,,,,,
83309,"Mercury, bulk atmospheric deposition, unfiltered, micrograms per square meter",Agree,Mercury,ug/m2,Total,,,,,
83310,"Molybdenum, bulk atmospheric deposition, filtered, micrograms per liter",Agree,Molybdenum,ug/l,Dissolved,,,,,
83311,"Molybdenum, bulk atmospheric deposition, filtered, micrograms per square meter",Agree,Molybdenum,ug/m2,Dissolved,,,,,
83312,"Molybdenum, bulk atmospheric deposition, suspended, micrograms per liter",Agree,Molybdenum,ug/l,Suspended,,,,,
83313,"Molybdenum, bulk atmospheric deposition, suspended, micrograms per square meter",Agree,Molybdenum,ug/m2,Suspended,,,,,
83314,"Molybdenum, bulk atmospheric deposition, unfiltered, recoverable, micrograms per liter",Agree,Molybdenum,ug/l,Recoverable,,,,,
83315,"Molybdenum, bulk atmospheric deposition, unfiltered, recoverable, micrograms per square meter",Agree,Molybdenum,ug/m2,Recoverable,,,,,
83316,"Molybdenum, bulk atmospheric deposition, unfiltered, micrograms per liter",Agree,Molybdenum,ug/l,Total,,,,,
83317,"Molybdenum, bulk atmospheric deposition, unfiltered, micrograms per square meter",Agree,Molybdenum,ug/m2,Total,,,,,
83318,"Nickel, bulk atmospheric deposition, filtered, micrograms per liter",Agree,Nickel,ug/l,Dissolved,,,,,
83319,"Nickel, bulk atmospheric deposition, filtered, micrograms per square meter",Agree,Nickel,ug/m2,Dissolved,,,,,
83320,"Nickel, bulk atmospheric deposition, suspended, micrograms per liter",Agree,Nickel,ug/l,Suspended,,,,,
83321,"Nickel, bulk atmospheric deposition, suspended, micrograms per square meter",Agree,Nickel,ug/m2,Suspended,,,,,
83322,"Nickel, bulk atmospheric deposition, unfiltered, recoverable, micrograms per liter",Agree,Nickel,ug/l,Recoverable,,,,,
83323,"Nickel, bulk atmospheric deposition, unfiltered, recoverable, micrograms per square meter",Agree,Nickel,ug/m2,Recoverable,,,,,
83324,"Nickel, bulk atmospheric deposition, unfiltered, micrograms per liter",Agree,Nickel,ug/l,Total,,,,,
83325,"Nickel, bulk atmospheric deposition, unfiltered, micrograms per square meter",Agree,Nickel,ug/m2,Total,,,,,
83326,"Ammonia, bulk atmospheric deposition, filtered, milligrams per liter as nitrogen",Agree,Ammonia and ammonium,mg/l as N,Dissolved,,,,,
83327,"Ammonia, bulk atmospheric deposition, filtered, milligrams per square meter as nitrogen",Agree,Ammonia and ammonium,mg/m2 as N,Dissolved,,,,,
83328,"Ammonia, bulk atmospheric deposition, filtered, microequivalents per liter",Agree,Ammonia and ammonium,ueq/L,Dissolved,,,,,
83329,"Ammonia, bulk atmospheric deposition, filtered, milligrams per liter as NH4",Agree,Ammonia and ammonium,mg/l NH4,Dissolved,,,,,
83330,"Ammonia, bulk atmospheric deposition, filtered, milligrams per square meter as NH4",Agree,Ammonia and ammonium,mg/m2 NH4,Dissolved,,,,,
83331,"Ammonia, bulk atmospheric deposition, filtered, microequivalents per liter",Agree,Ammonia and ammonium,ueq/L,Dissolved,,,,,
83332,"Ammonia, bulk atmospheric deposition, suspended, milligrams per liter as nitrogen",Agree,Ammonia and ammonium,mg/l as N,Suspended,,,,,
83333,"Ammonia, bulk atmospheric deposition, suspended, milligrams per square meter as nitrogen",Agree,Ammonia and ammonium,mg/m2 as N,Suspended,,,,,
83334,"Ammonia, bulk atmospheric deposition, suspended, microequivalents per liter",Agree,Ammonia and ammonium,ueq/L,Suspended,,,,,
83335,"Ammonia, bulk atmospheric deposition, suspended, milligrams per liter as NH4",Agree,Ammonia and ammonium,mg/l NH4,Suspended,,,,,
83336,"Ammonia, bulk atmospheric deposition, suspended, milligrams per square meter as NH4",Agree,Ammonia and ammonium,mg/m2 NH4,Suspended,,,,,
83337,"Ammonia, bulk atmospheric deposition, suspended, microequivalents per liter",Agree,Ammonia and ammonium,ueq/L,Suspended,,,,,
83338,"Ammonia, bulk atmospheric deposition, unfiltered, recoverable, milligrams per liter as nitrogen",Agree,Ammonia and ammonium,mg/l as N,Recoverable,,,,,
83339,"Ammonia, bulk atmospheric deposition, unfiltered, recoverable, milligrams per square meter as nitrogen",Agree,Ammonia and ammonium,mg/m2 as N,Recoverable,,,,,
83340,"Ammonia, bulk atmospheric deposition, unfiltered, recoverable, microequivalents per liter",Agree,Ammonia and ammonium,ueq/L,Recoverable,,,,,
83341,"Ammonia, bulk atmospheric deposition, unfiltered, recoverable, milligrams per liter as NH4",Agree,Ammonia and ammonium,mg/l NH4,Recoverable,,,,,
83342,"Ammonia, bulk atmospheric deposition, unfiltered, recoverable, milligrams per square meter as NH4",Agree,Ammonia and ammonium,mg/m2 NH4,Recoverable,,,,,
83343,"Ammonia, bulk atmospheric deposition, unfiltered, recoverable, microequivalents per liter",Agree,Ammonia and ammonium,ueq/L,Recoverable,,,,,
83344,"Ammonia, bulk atmospheric deposition, unfiltered, milligrams per liter as nitrogen",Agree,Ammonia and ammonium,mg/l as N,Total,,,,,
